region_name,genre,demand_index,recommendation_rank
부산광역시 영도구,뮤지컬,0.13321122216045442,3
부산광역시 중구,클래식 기악,0.625591445325748,1
부산광역시 중구,무용,0.1355992563692835,2
부산광역시 중구,뮤지컬,0.1347540376568103,3
부산광역시 해운대구,클래식 기악,0.6071252516036512,1
부산광역시 해운대구,무용,0.15056595982461404,2
부산광역시 해운대구,뮤지컬,0.14095918950450778,3
서울특별시 강남구,클래식 기악,0.5932912307508653,1
서울특별시 강남구,무용,0.16017574707550558,2
서울특별시 강남구,뮤지컬,0.14794968513047513,3
서울특별시 강동구,클래식 기악,0.5975003678119528,1
서울특별시 강동구,무용,0.1567189061686634,2
서울특별시 강동구,뮤지컬,0.14649599661621546,3
서울특별시 강북구,클래식 기악,0.6131894004813693,1
서울특별시 강북구,무용,0.14504830828376858,2
서울특별시 강북구,뮤지컬,0.13958852927148005,3
서울특별시 강서구,클래식 기악,0.5994921450584227,1
서울특별시 강서구,무용,0.15442349467859745,2
서울특별시 강서구,뮤지컬,0.14662973139891786,3
서울특별시 관악구,클래식 기악,0.6009249233089158,1
서울특별시 관악구,무용,0.15172173769339797,2
서울특별시 관악구,뮤지컬,0.14815341526037873,3
서울특별시 광진구,클래식 기악,0.5997028755058885,1
서울특별시 광진구,무용,0.15384062125481046,2
서울특별시 광진구,뮤지컬,0.14695407791640439,3
서울특별시 구로구,클래식 기악,0.6033456337540897,1
서울특별시 구로구,무용,0.15199622817507863,2
서울특별시 구로구,뮤지컬,0.1444205780176831,3
서울특별시 금천구,클래식 기악,0.6053049371187331,1
서울특별시 금천구,무용,0.1497389923031458,2
서울특별시 금천구,뮤지컬,0.14438639347119686,3
서울특별시 노원구,클래식 기악,0.6046802517159848,1
서울특별시 노원구,무용,0.15172163195442495,2
서울특별시 노원구,뮤지컬,0.1428632249618899,3
서울특별시 도봉구,클래식 기악,0.6119142507652582,1
서울특별시 도봉구,무용,0.14624110338181218,2
서울특별시 도봉구,뮤지컬,0.13980412888090432,3
서울특별시 동대문구,클래식 기악,0.6023617744667054,1
서울특별시 동대문구,무용,0.1522867155398841,2
서울특별시 동대문구,뮤지컬,0.14546020729840506,3
서울특별시 동작구,클래식 기악,0.6014573919697056,1
서울특별시 동작구,무용,0.1527887500747246,2
서울특별시 동작구,뮤지컬,0.1460415788704822,3
서울특별시 마포구,클래식 기악,0.59530170421038,1
서울특별시 마포구,무용,0.15721925199602108,2
서울특별시 마포구,뮤지컬,0.148751882419978,3
서울특별시 서대문구,클래식 기악,0.6025771005656851,1
서울특별시 서대문구,무용,0.15242162889822514,2
서울특별시 서대문구,뮤지컬,0.1449374707312471,3
서울특별시 서초구,클래식 기악,0.5947003391930906,1
서울특별시 서초구,무용,0.15931085990787172,2
서울특별시 서초구,뮤지컬,0.14708663165413824,3
서울특별시 성동구,클래식 기악,0.5989300930687921,1
서울특별시 성동구,무용,0.15480352430554328,2
서울특별시 성동구,뮤지컬,0.14682505372309546,3
서울특별시 성북구,클래식 기악,0.6034005066216425,1
서울특별시 성북구,무용,0.1522095727834766,2
서울특별시 성북구,뮤지컬,0.14404592855787796,3
서울특별시 송파구,클래식 기악,0.5957553970502769,1
서울특별시 송파구,무용,0.15780604306695445,2
서울특별시 송파구,뮤지컬,0.14748675295888877,3
서울특별시 양천구,클래식 기악,0.6003127163849001,1
서울특별시 양천구,무용,0.1553202191473389,2
서울특별시 양천구,뮤지컬,0.14430726402507849,3
서울특별시 영등포구,클래식 기악,0.5971469753973816,1
서울특별시 영등포구,무용,0.1556519520706705,2
서울특별시 영등포구,뮤지컬,0.14830453040050795,3
서울특별시 용산구,클래식 기악,0.598862248278329,1
서울특별시 용산구,무용,0.15470515191604067,2
서울특별시 용산구,뮤지컬,0.14699663753249217,3
서울특별시 은평구,클래식 기악,0.6048955925397996,1
서울특별시 은평구,무용,0.15100895444019308,2
서울특별시 은평구,뮤지컬,0.14342293445666984,3
서울특별시 종로구,클래식 기악,0.6066054373936988,1
서울특별시 종로구,무용,0.1493400150085011,2
서울특별시 종로구,뮤지컬,0.14317854732605098,3
서울특별시 중구,클래식 기악,0.6040936126447886,1
서울특별시 중구,무용,0.15059217842324962,2
서울특별시 중구,뮤지컬,0.1451094317937277,3
서울특별시 중랑구,클래식 기악,0.6065359713650242,1
서울특별시 중랑구,무용,0.14951695710242136,2
서울특별시 중랑구,뮤지컬,0.14298402387969644,3
세종특별자치시,클래식 기악,0.5841491423186748,1
세종특별자치시,클래식 기악,0.5841491423186748,1
세종특별자치시,무용,0.16791396780442777,2
세종특별자치시,무용,0.16791396780442777,2
세종특별자치시,뮤지컬,0.15085554359289696,3
세종특별자치시,뮤지컬,0.15085554359289696,3
울산광역시 남구,클래식 기악,0.5997894269192157,1
울산광역시 남구,무용,0.15543121574436455,2
울산광역시 남구,뮤지컬,0.1445272126135247,3
울산광역시 동구,클래식 기악,0.5997591584035165,1
울산광역시 동구,무용,0.15587968593646412,2
울산광역시 동구,뮤지컬,0.1442503829523563,3
울산광역시 북구,클래식 기악,0.5906509597378471,1
울산광역시 북구,무용,0.16278080398268288,2
울산광역시 북구,뮤지컬,0.14785878334801722,3
울산광역시 울주군,클래식 기악,0.6065599410982725,1
울산광역시 울주군,무용,0.15110600740817304,2
울산광역시 울주군,뮤지컬,0.14066977729440622,3
울산광역시 중구,클래식 기악,0.6054607842864731,1
울산광역시 중구,무용,0.1517109509754353,2
울산광역시 중구,뮤지컬,0.14160981894795382,3
인천광역시 강화군,클래식 기악,0.6349505584103218,1
인천광역시 강화군,무용,0.1306881407785958,2
인천광역시 강화군,뮤지컬,0.12854642762324886,3
인천광역시 계양구,클래식 기악,0.6058343780505403,1
인천광역시 계양구,무용,0.1506378401154723,2
인천광역시 계양구,뮤지컬,0.14204653874643355,3
인천광역시 남동구,클래식 기악,0.6031766294901075,1
인천광역시 남동구,무용,0.15288242272000765,2
인천광역시 남동구,뮤지컬,0.1432316777734373,3
인천광역시 동구,클래식 기악,0.6136868120968234,1
인천광역시 동구,무용,0.14530461918930468,2
인천광역시 동구,뮤지컬,0.1387529585653512,3
인천광역시 미추홀구,클래식 기악,0.6031548367399657,1
인천광역시 미추홀구,무용,0.15256657213526023,2
인천광역시 미추홀구,뮤지컬,0.14385186448974988,3
인천광역시 부평구,클래식 기악,0.6022219701996486,1
인천광역시 부평구,무용,0.15319345828908001,2
인천광역시 부평구,뮤지컬,0.14414706395776822,3
인천광역시 서구,클래식 기악,0.5903081871785283,1
인천광역시 서구,무용,0.162484838466251,2
인천광역시 서구,뮤지컬,0.14886455353572312,3
인천광역시 연수구,클래식 기악,0.5909220665610219,1
인천광역시 연수구,무용,0.16239687396804248,2
인천광역시 연수구,뮤지컬,0.14816410823329138,3
인천광역시 옹진군,클래식 기악,0.6314957482427197,1
인천광역시 옹진군,무용,0.13204955128100807,2
인천광역시 옹진군,뮤지컬,0.13113057772328424,3
인천광역시 중구,클래식 기악,0.5926884970351121,1
인천광역시 중구,무용,0.16015277607895134,2
인천광역시 중구,뮤지컬,0.1487503118195518,3
전라남도 강진군,클래식 기악,0.6346360537296585,1
전라남도 강진군,무용,0.1311845241077883,2
전라남도 강진군,뮤지컬,0.12858343951222515,3
전라남도 고흥군,클래식 기악,0.6448850634050256,1
전라남도 고흥군,뮤지컬,0.12417456948617252,2
전라남도 고흥군,무용,0.12374779307948017,3
전라남도 곡성군,클래식 기악,0.6375190405305681,1
전라남도 곡성군,무용,0.12882011387932538,2
전라남도 곡성군,뮤지컬,0.1273288402047804,3
전라남도 광양시,클래식 기악,0.5994629278954408,1
전라남도 광양시,무용,0.1563365925709084,2
전라남도 광양시,뮤지컬,0.14391980092093593,3
전라남도 구례군,클래식 기악,0.6381712747150672,1
전라남도 구례군,무용,0.12863950183127432,2
전라남도 구례군,뮤지컬,0.12667291630882327,3
전라남도 나주시,클래식 기악,0.6080859506230856,1
