RNUM,TITLE,PERIOD,RELATION,URL,DESCRIPTION,VIEWCOUNT
40,일리노이 동문 음악회,20150122~20150122,"10대 이하 : 0건, 20대 : 0건, 30대 : 0건, 40대 : 0건, 50대 : 6건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22300,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
41,KFEA 챔버 뮤직 페스티발 2015,20150122~20150122,"10대 이하 : 0건, 20대 : 4건, 30대 : 1건, 40대 : 0건, 50대 : 0건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=24453,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
42,조정민 더블베이스 독주회,20150123~20150123,"10대 이하 : 0건, 20대 : 2건, 30대 : 1건, 40대 : 1건, 50대 : 3건, 60대 : 2건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22302,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
43,사무엘 윤의 바이로이트의 영웅,20150123~20150123,"10대 이하 : 0건, 20대 : 15건, 30대 : 57건, 40대 : 51건, 50대 : 549건, 60대 : 91건, 70대 이상 : 121건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21920,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
44,백민정 귀국 피아노 독주회,20150123~20150123,"10대 이하 : 0건, 20대 : 0건, 30대 : 9건, 40대 : 0건, 50대 : 0건, 60대 : 2건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22052,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
45,최재원 바이올린 독주회,20150124~20150124,"10대 이하 : 0건, 20대 : 2건, 30대 : 0건, 40대 : 3건, 50대 : 4건, 60대 : 1건, 70대 이상 : 2건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22304,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
46,주연경 바이올린 독주회,20150124~20150124,"10대 이하 : 0건, 20대 : 0건, 30대 : 2건, 40대 : 1건, 50대 : 25건, 60대 : 1건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22542,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
47,빈 소년 합창단 신년음악회 (24일),20150124~20150124,"10대 이하 : 0건, 20대 : 25건, 30대 : 160건, 40대 : 331건, 50대 : 269건, 60대 : 72건, 70대 이상 : 27건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21922,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
48,클래식 샘플러 / Classic Sampler,20150128~20150128,"10대 이하 : 1건, 20대 : 154건, 30대 : 516건, 40대 : 195건, 50대 : 352건, 60대 : 102건, 70대 이상 : 131건 )",https://www.sac.or.kr/site/main/show/show_view?SN=24189,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
49,조성호 클라리넷 리사이틀,20150128~20150128,"10대 이하 : 0건, 20대 : 1건, 30대 : 4건, 40대 : 6건, 50대 : 6건, 60대 : 3건, 70대 이상 : 1건 )",https://www.sac.or.kr/site/main/show/show_view?SN=23955,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
50,문화가 있는 날 <예술의전당 아티스트 라운지> 1월,20150128~20150128,"10대 이하 : 2건, 20대 : 3건, 30대 : 54건, 40대 : 146건, 50대 : 205건, 60대 : 108건, 70대 이상 : 56건 )",https://www.sac.or.kr/site/main/show/show_view?SN=24119,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
51,조이오브스트링스 신년음악회,20150129~20150129,"10대 이하 : 1건, 20대 : 0건, 30대 : 1건, 40대 : 3건, 50대 : 0건, 60대 : 0건, 70대 이상 : 4건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22058,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
52,정영하 피아노 독주회,20150129~20150129,"10대 이하 : 0건, 20대 : 0건, 30대 : 1건, 40대 : 0건, 50대 : 0건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22308,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
53,W필하모닉오케스트라 신년음악회,20150129~20150129,"10대 이하 : 0건, 20대 : 12건, 30대 : 51건, 40대 : 13건, 50대 : 11건, 60대 : 29건, 70대 이상 : 12건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21928,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
54,숭실대학교 콘서바토리 성악과 교수음악회,20150130~20150130,"10대 이하 : 0건, 20대 : 0건, 30대 : 1건, 40대 : 0건, 50대 : 0건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22060,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
55,모차르트와 브루크너,20150130~20150130,"10대 이하 : 0건, 20대 : 12건, 30대 : 154건, 40대 : 407건, 50대 : 469건, 60대 : 231건, 70대 이상 : 139건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21484,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
56,김지혜 귀국 피아노 독주회,20150130~20150130,"10대 이하 : 0건, 20대 : 2건, 30대 : 1건, 40대 : 0건, 50대 : 2건, 60대 : 6건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22310,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
57,한승화 귀국 오보에 독주회,20150131~20150131,"10대 이하 : 0건, 20대 : 1건, 30대 : 3건, 40대 : 3건, 50대 : 4건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22312,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
58,제2회 콰르텟 오제 정기연주회,20150131~20150131,"10대 이하 : 0건, 20대 : 3건, 30대 : 0건, 40대 : 8건, 50대 : 7건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22062,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
59,제 3회 캄머오케스터서울 정기연주회,20150131~20150131,"10대 이하 : 0건, 20대 : 4건, 30대 : 5건, 40대 : 9건, 50대 : 3건, 60대 : 9건, 70대 이상 : 4건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22670,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
60,정민경 피아노 독주회,20150131~20150131,"10대 이하 : 0건, 20대 : 0건, 30대 : 1건, 40대 : 2건, 50대 : 0건, 60대 : 4건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22314,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
61,멘델스존의 합창교향곡,20150131~20150131,"10대 이하 : 1건, 20대 : 3건, 30대 : 12건, 40대 : 15건, 50대 : 17건, 60대 : 21건, 70대 이상 : 6건 )",https://www.sac.or.kr/site/main/show/show_view?SN=23987,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
62,2015서울국제음악제-한일연합오케스트라‘하모니’콘서트,20150131~20150131,"10대 이하 : 0건, 20대 : 8건, 30대 : 63건, 40대 : 36건, 50대 : 138건, 60대 : 47건, 70대 이상 : 22건 )",https://www.sac.or.kr/site/main/show/show_view?SN=23989,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
63,홍수연 클라리넷 독주회,20150201~20150201,"10대 이하 : 0건, 20대 : 16건, 30대 : 1건, 40대 : 2건, 50대 : 4건, 60대 : 3건, 70대 이상 : 1건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22544,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
64,파시오네 피아노 콰르텟 창단 연주회,20150201~20150201,"10대 이하 : 0건, 20대 : 2건, 30대 : 7건, 40대 : 5건, 50대 : 6건, 60대 : 6건, 70대 이상 : 10건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22064,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
65,코레일 심포니 오케스트라 신년음악회,20150201~20150201,"10대 이하 : 0건, 20대 : 2건, 30대 : 6건, 40대 : 15건, 50대 : 5건, 60대 : 14건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21930,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
66,김현서 첼로 독주회,20150201~20150201,"10대 이하 : 0건, 20대 : 3건, 30대 : 4건, 40대 : 4건, 50대 : 9건, 60대 : 7건, 70대 이상 : 6건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22316,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
67,피아니스트 강정은의 “Romantic Story I”,20150202~20150202,"10대 이하 : 0건, 20대 : 0건, 30대 : 6건, 40대 : 0건, 50대 : 0건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22318,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
68,놀라온 콘서트,20150202~20150202,"10대 이하 : 0건, 20대 : 3건, 30대 : 12건, 40대 : 161건, 50대 : 57건, 60대 : 13건, 70대 이상 : 3건 )",https://www.sac.or.kr/site/main/show/show_view?SN=21932,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
69,권요안 피아노 독주회,20150202~20150202,"10대 이하 : 0건, 20대 : 0건, 30대 : 3건, 40대 : 3건, 50대 : 0건, 60대 : 1건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22068,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
70,이송희 첼로 독주회,20150203~20150203,"10대 이하 : 0건, 20대 : 0건, 30대 : 2건, 40대 : 0건, 50대 : 1건, 60대 : 2건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22320,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
71,한지은 & 임남희 피아노 듀오 리사이틀,20150204~20150204,"10대 이하 : 0건, 20대 : 1건, 30대 : 3건, 40대 : 3건, 50대 : 2건, 60대 : 0건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22322,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
72,임현정 피아노 리사이틀,20150204~20150204,"10대 이하 : 5건, 20대 : 39건, 30대 : 136건, 40대 : 279건, 50대 : 144건, 60대 : 108건, 70대 이상 : 18건 )",https://www.sac.or.kr/site/main/show/show_view?SN=23991,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
73,이현애 바이올린 독주회,20150205~20150205,"10대 이하 : 0건, 20대 : 2건, 30대 : 1건, 40대 : 1건, 50대 : 2건, 60대 : 3건, 70대 이상 : 0건 )",https://www.sac.or.kr/site/main/show/show_view?SN=22546,"예술의전당 나이대별 예매건수(10대 이하, 20대, 30대, 40대, 50대, 60대, 70대 이상)",
